date,ret
2015-01-01,3.1988424957112054e-05
2015-01-02,-0.0083304392757358
2015-01-05,0.008993979748628287
2015-01-06,0.007977919354289483
2015-01-07,0.0008603069756121604
2015-01-08,0.011472412069680329
2015-01-09,0.004875093422520456
2015-01-12,-0.008392924628832382
2015-01-13,0.0038875078408249887
2015-01-14,-0.009388826008289988
2015-01-15,0.008984503013072727
2015-01-16,-0.000299259109862529
2015-01-19,-0.0016486236354526056
2015-01-20,-0.006609295444039414
2015-01-21,0.012425413386740303
2015-01-22,-0.0013452948206880216
2015-01-23,-0.004083278221631073
2015-01-26,-0.003321335504882296
2015-01-27,0.005523091855533487
2015-01-28,0.0038544406436407837
2015-01-29,0.0043273261159598835
2015-01-30,0.004508210030078827
2015-02-02,0.021616476008704612
2015-02-03,-0.003864150163846156
2015-02-04,-0.004922427290715374
2015-02-05,-0.007937727282478777
2015-02-06,0.006359794225754957
2015-02-09,0.011489722927208916
2015-02-10,-0.0009394745765487507
2015-02-11,-0.00820156476962528
2015-02-12,-0.008044812156912395
2015-02-13,0.006705927878247011
2015-02-16,0.007632541712034422
2015-02-17,0.00563154268305195
2015-02-18,-0.006455097072886944
2015-02-19,0.002521613230667198
2015-02-20,0.0013668580914072824
2015-02-23,0.0023868859672901296
2015-02-24,0.008914287779481899
2015-02-25,0.002435955487746823
2015-02-26,0.006989135630718949
2015-02-27,0.0008757906948889146
2015-03-02,0.0030911939868998417
2015-03-03,0.006512882258385404
2015-03-04,-0.014371558198556664
2015-03-05,-0.0029967121635730135
2015-03-06,-0.004503726542927956
2015-03-09,-0.006188778482433419
2015-03-10,-0.0025514225122668373
2015-03-11,0.01514941311234396
2015-03-12,-0.008458311156932432
2015-03-13,0.009882783545914809
2015-03-16,-0.01662869771615805
2015-03-17,-0.0031488502998577484
2015-03-18,0.001827530651050056
2015-03-19,0.006062223313592781
2015-03-20,0.00731226579792855
2015-03-23,0.008133472351999254
2015-03-24,-0.0032872507224843755
2015-03-25,-0.004423517926645672
2015-03-26,0.00877975881257154
2015-03-27,-0.001713043248816149
2015-03-30,-0.012556863233379218
2015-03-31,-0.011132872140034807
2015-04-01,-0.008994522860016113
2015-04-02,0.00517160744053764
2015-04-03,0.0016242573607056527
2015-04-06,0.007104853540677682
2015-04-07,-0.004072526463365343
2015-04-08,0.0017853969107671423
2015-04-09,0.006455903939673367
2015-04-10,-0.002893465397202384
2015-04-13,0.0047677523755741144
2015-04-14,-0.006419259410666513
2015-04-15,-0.003430538465650718
2015-04-16,-0.003617378939983291
2015-04-17,-0.011758396455890396
2015-04-20,0.005069724807855818
2015-04-21,-0.004494023402027239
2015-04-22,0.00032494118727687427
2015-04-23,0.005007466589059089
2015-04-24,0.004665311760299441
2015-04-27,0.0068538510897278625
2015-04-28,-0.0007848548450942362
2015-04-29,-0.004032983120441538
2015-04-30,-0.0005971821090639905
2015-05-01,-0.0166733443395803
2015-05-04,-0.014271124724230873
2015-05-05,-0.013026996123544023
2015-05-06,-0.009772468276014818
2015-05-07,0.004197742267234366
2015-05-08,-0.008854790553600608
2015-05-11,-0.003581625540393897
2015-05-12,0.013192282977860655
2015-05-13,-0.0033626397106142594
2015-05-14,0.007575155684670865
2015-05-15,-0.00913617680009877
2015-05-18,-0.0018543755786763001
2015-05-19,-0.009300220549105813
2015-05-20,-0.0031903307590056247
2015-05-21,0.008603081374573955
2015-05-22,-0.01707320423192349
2015-05-25,0.004544236435458573
2015-05-26,0.002577356023322779
2015-05-27,-0.005741499556967945
2015-05-28,-0.014260578543884546
2015-05-29,0.0009212950771386951
2015-06-01,-0.005094927090638025
2015-06-02,0.0025267621135470395
2015-06-03,0.0004185214552344288
2015-06-04,0.016217788913209154
2015-06-05,-0.0021935562747302426
2015-06-08,-0.010034974926218649
2015-06-09,0.0019927563495631614
2015-06-10,0.0023999668397176517
2015-06-11,0.013791875752404367
2015-06-12,0.008551112459145785
2015-06-15,0.0037687105914950936
2015-06-16,0.01483302891219562
2015-06-17,-0.011687630543228508
2015-06-18,-0.006197515327497478
2015-06-19,-0.009065759414055248
2015-06-22,-0.0036980980315576796
2015-06-23,-0.013566861475563088
2015-06-24,0.006551509468144043
2015-06-25,-0.0020222269709877336
2015-06-26,-0.014508062945026578
2015-06-29,-0.009955790812075416
2015-06-30,0.003335138474501953
2015-07-01,0.008581265678943812
2015-07-02,0.020167308916917863
2015-07-03,0.029338624660073295
2015-07-06,0.004344094332759963
2015-07-07,-0.009695381200318641
2015-07-08,-0.021120462807313094
2015-07-09,0.0028771146234383583
2015-07-10,-0.007929410953103259
2015-07-13,-0.0039535726017968535
2015-07-14,-0.005920967990598081
2015-07-15,-0.0012079088641638526
2015-07-16,0.010859802307876436
2015-07-17,0.0017704856744534462
2015-07-20,-0.001386348370386883
2015-07-21,-0.010156537528258116
2015-07-22,-0.01654682944704357
2015-07-23,-0.004663079090733309
2015-07-24,-0.000337825508183205
2015-07-27,0.01787929913579883
2015-07-28,0.0015027452147288586
2015-07-29,0.010027395110230576
2015-07-30,-0.004792955985391521
2015-07-31,-0.011649437664170245
2015-08-03,-0.009451167622323719
2015-08-04,-0.0070522606453575325
2015-08-05,0.021484697324351643
2015-08-06,-0.00801386679224386
2015-08-07,0.00858489203736345
2015-08-10,-0.008829271780870264
2015-08-11,0.009515730128742442
2015-08-12,0.004049509661058631
2015-08-13,-0.0013663789765809042
2015-08-14,-0.00020762526135434023
2015-08-17,-0.006347876954293905
2015-08-18,0.004660722014820805
2015-08-19,-0.004349834803407801
2015-08-20,-0.012056057637672481
2015-08-21,-0.012579375743196192
2015-08-24,0.0019258791772211949
2015-08-25,0.01599091256410435
2015-08-26,0.0017999161357343826
2015-08-27,-0.0009863832610988255
2015-08-28,0.003058261396025429
2015-08-31,0.013260017417068249
2015-09-01,0.0023938250136385634
2015-09-02,-0.003909272308337372
2015-09-03,0.01126288710059889
2015-09-04,0.004487564384616134
2015-09-07,0.015557559919959921
2015-09-08,0.0020323443722190613
2015-09-09,-0.012044690317205002
2015-09-10,-0.01348159199245665
2015-09-11,0.016709279322312493
2015-09-14,0.01743665720783297
2015-09-15,-0.0015951921328260063
2015-09-16,-0.0036318732113598774
2015-09-17,0.014814442922422023
2015-09-18,-0.010870456820434879
2015-09-21,-0.008747270189558263
2015-09-22,0.006633267946890444
2015-09-23,-0.0037460512285958964
2015-09-24,0.00014878133279928705
2015-09-25,-0.0014344289852451257
2015-09-28,0.003575745487989336
2015-09-29,0.01427481861313717
2015-09-30,0.0011058490690174555
2015-10-01,0.006639387932768579
2015-10-02,-0.020301721010310227
2015-10-05,-0.0002871840193011795
2015-10-06,-0.00823230270292871
2015-10-07,-0.01198813060423628
2015-10-08,-0.008581523669287508
2015-10-09,-0.0031412344070081205
2015-10-12,0.009359025423560131
2015-10-13,-0.01306392717739564
2015-10-14,0.0005063149259441744
2015-10-15,-0.004641694333335785
2015-10-16,-0.0030767309436196084
2015-10-19,0.010227578253046042
2015-10-20,0.00558115437003926
2015-10-21,0.013573981074427437
