Doc_ID,Sentence_Rank,finbert_pos,finbert_neu,finbert_neg
2,23,0.02794606424868107,0.9216911792755127,0.050362728536129
2,38,0.027453351765871048,0.9311187267303467,0.04142793267965317
2,48,0.029278967529535294,0.9279767274856567,0.04274428263306618
2,78,0.09054994583129883,0.8492506146430969,0.060199424624443054
2,102,0.09284315258264542,0.8853545784950256,0.021802261471748352
2,103,0.06492993235588074,0.8979883790016174,0.03708166256546974
2,109,0.020724128931760788,0.9102066159248352,0.06906922906637192
2,119,0.053637079894542694,0.8477365374565125,0.09862638264894485
4,29,0.023525331169366837,0.9387795925140381,0.03769509866833687
4,98,0.05014629289507866,0.8896309733390808,0.06022268533706665
4,126,0.10101136565208435,0.8398431539535522,0.0591454952955246
5,77,0.045527249574661255,0.9312034249305725,0.023269351571798325
5,119,0.057749297469854355,0.9191322922706604,0.023118436336517334
5,157,0.09378120303153992,0.19646964967250824,0.709749162197113
5,162,0.10795845091342926,0.8404634594917297,0.05157807469367981
5,173,0.060383547097444534,0.9100877046585083,0.029528673738241196
8,24,0.026077551767230034,0.9372854232788086,0.03663700446486473
8,66,0.09300832450389862,0.8608877062797546,0.04610397294163704
8,85,0.3591632544994354,0.4241849184036255,0.2166517823934555
8,149,0.07161236554384232,0.8886917233467102,0.03969588130712509
16,75,0.09365720301866531,0.8628519773483276,0.04349086061120033
16,78,0.2465970516204834,0.7399989366531372,0.013404026627540588
16,100,0.1043398305773735,0.8761845231056213,0.019475676119327545
20,29,0.03734193369746208,0.9206833243370056,0.04197479039430618
20,30,0.048008739948272705,0.9121401309967041,0.039851147681474686
20,85,0.03136269375681877,0.9342308044433594,0.034406449645757675
20,90,0.029183417558670044,0.9249527454376221,0.04586389660835266
20,94,0.07998491823673248,0.8768556714057922,0.043159421533346176
20,97,0.04523725435137749,0.9195479154586792,0.035214852541685104
20,100,0.04773761332035065,0.9314773082733154,0.02078503742814064
20,102,0.025438250973820686,0.9404778480529785,0.034083880484104156
20,110,0.10154730081558228,0.8514418005943298,0.047010935842990875
20,121,0.022055132314562798,0.9174780249595642,0.060466866940259933
20,136,0.02142191119492054,0.9239063858985901,0.054671645164489746
20,144,0.029848698526620865,0.9249141812324524,0.04523710161447525
20,150,0.03470119461417198,0.9258236885070801,0.03947509080171585
20,153,0.0347011536359787,0.9371797442436218,0.028119079768657684
20,168,0.04162023961544037,0.9234600067138672,0.034919820725917816
20,184,0.11066018790006638,0.8320136666297913,0.05732616037130356
20,205,0.07079015672206879,0.883490800857544,0.04571905359625816
20,248,0.06635445356369019,0.8635215759277344,0.07012396305799484
20,249,0.0368158183991909,0.8933494091033936,0.06983478367328644
20,273,0.06453923881053925,0.9054120182991028,0.030048679560422897
20,280,0.04452105239033699,0.8948392868041992,0.06063973531126976
20,291,0.09313533455133438,0.8680564165115356,0.03880825638771057
20,295,0.07693016529083252,0.8804508447647095,0.0426190122961998
20,303,0.0710909515619278,0.910441517829895,0.018467474728822708
20,307,0.03563907369971275,0.9199528098106384,0.04440809786319733
20,335,0.3591632544994354,0.4241849184036255,0.2166517823934555
20,336,0.04020019248127937,0.8933404684066772,0.06645938754081726
20,355,0.04545038193464279,0.9217278957366943,0.032821718603372574
20,359,0.03463553264737129,0.9210149645805359,0.044349510222673416
21,1,0.05051160976290703,0.9109435677528381,0.03854481130838394
21,58,0.1469033658504486,0.8442589640617371,0.008837663568556309
21,60,0.034002821892499924,0.9291889071464539,0.036808259785175323
21,106,0.11004798114299774,0.8460515737533569,0.04390040412545204
22,29,0.08506692945957184,0.8744298219680786,0.040503229945898056
22,135,0.2074117511510849,0.773196280002594,0.01939200796186924
22,158,0.04251876100897789,0.9233325123786926,0.03414873778820038
22,172,0.03005199320614338,0.9347007274627686,0.0352473221719265
27,7,0.026881864294409752,0.9104928374290466,0.06262530386447906
27,15,0.022954586893320084,0.9162067770957947,0.06083858013153076
27,68,0.07357935607433319,0.91056889295578,0.015851764008402824
27,126,0.09565659612417221,0.8794741034507751,0.024869322776794434
27,128,0.036688778549432755,0.9120358228683472,0.05127537250518799
32,20,0.023705480620265007,0.9405302405357361,0.03576432541012764
32,28,0.023705480620265007,0.9405302405357361,0.03576432541012764
32,86,0.020298972725868225,0.932157039642334,0.047543980181217194
32,156,0.04649246111512184,0.9288951754570007,0.024612320587038994
33,2,0.06610584259033203,0.9151291251182556,0.018765075132250786
33,25,0.03886934742331505,0.9354496002197266,0.02568107284605503
33,76,0.0698201060295105,0.5957702398300171,0.3344096839427948
33,127,0.04152953624725342,0.9232897162437439,0.03518071398139
33,140,0.0653112530708313,0.9063439965248108,0.02834470383822918
33,144,0.0911746695637703,0.8707053661346436,0.03811992332339287
33,145,0.3591632544994354,0.4241849184036255,0.2166517823934555
33,190,0.026597976684570312,0.935797929763794,0.037604089826345444
33,192,0.02919887751340866,0.9310892820358276,0.03971179202198982
34,7,0.06944988667964935,0.9066810011863708,0.02386910654604435
34,15,0.09256149083375931,0.8811188340187073,0.026319725438952446
34,193,0.0371822714805603,0.9408677816390991,0.02194991335272789
37,3,0.031424179673194885,0.8719981908798218,0.09657756984233856
37,18,0.0321977399289608,0.9031268358230591,0.06467537581920624
37,152,0.053679682314395905,0.9228755235671997,0.02344484068453312
44,123,0.651965320110321,0.16035500168800354,0.18767975270748138
44,170,0.02313254401087761,0.8716724514961243,0.10519503802061081
44,181,0.05147412046790123,0.9020534157752991,0.04647247865796089
44,240,0.056861381977796555,0.9012086391448975,0.041929978877305984
45,38,0.05414768308401108,0.8696559071540833,0.07619637995958328
45,97,0.025907330214977264,0.9319167137145996,0.042175985872745514
45,137,0.03306584060192108,0.9124357104301453,0.05449850857257843
45,173,0.03394310548901558,0.9441832304000854,0.02187366969883442
49,26,0.04330649599432945,0.9235820770263672,0.03311135247349739
49,88,0.03667090833187103,0.9162997603416443,0.047029297798871994
49,89,0.0395059809088707,0.917239248752594,0.043254803866147995
49,159,0.05350223183631897,0.8754276633262634,0.07107013463973999
53,12,0.03941771388053894,0.9351603388786316,0.025421911850571632
53,29,0.45786356925964355,0.526366114616394,0.015770308673381805
53,31,0.15747615694999695,0.8271231055259705,0.015400729142129421
53,48,0.05350831523537636,0.8988829851150513,0.0476086400449276
58,63,0.038252223283052444,0.9346340894699097,0.027113717049360275
58,251,0.016798676922917366,0.2041400671005249,0.7790613174438477
58,263,0.036921512335538864,0.9153161644935608,0.04776236414909363
59,189,0.030824564397335052,0.5257499814033508,0.4434255063533783
59,274,0.08667140454053879,0.8730261325836182,0.040302421897649765
59,348,0.030417105183005333,0.9355179667472839,0.03406494855880737
59,360,0.05634298920631409,0.9171468019485474,0.026510266587138176
59,406,0.03236684575676918,0.945014476776123,0.022618697956204414
63,14,0.03316112235188484,0.8855426907539368,0.08129614591598511
63,54,0.3591632544994354,0.4241849184036255,0.2166517823934555
63,124,0.09982729703187943,0.860977828502655,0.03919480741024017
66,2,0.04928436130285263,0.9102795124053955,0.04043618589639664
66,30,0.0784686878323555,0.8988756537437439,0.022655626758933067
66,65,0.02062765695154667,0.9362371563911438,0.043135251849889755
66,74,0.02063733898103237,0.9323289394378662,0.047033701092004776
66,87,0.022867953404784203,0.9401459097862244,0.0369861014187336
66,106,0.02063733898103237,0.9323289394378662,0.047033701092004776
66,128,0.020653238520026207,0.9315863251686096,0.04776037111878395
66,143,0.020298972725868225,0.932157039642334,0.047543980181217194
66,155,0.03474719822406769,0.9275482296943665,0.03770456835627556
66,168,0.022209210321307182,0.933727502822876,0.04406331107020378
66,184,0.08965348452329636,0.8971192836761475,0.013227286748588085
66,266,0.035373665392398834,0.9160420298576355,0.04858436807990074
73,19,0.5494552254676819,0.39465904235839844,0.05588569864630699
73,28,0.10558512061834335,0.8676913976669312,0.02672341652214527
73,61,0.0347849577665329,0.9303443431854248,0.034870732575654984
77,20,0.03976035490632057,0.9163706302642822,0.043869055807590485
77,24,0.2130891978740692,0.1860189288854599,0.6008918881416321
77,46,0.09479375928640366,0.6834559440612793,0.22175027430057526
77,96,0.03241034969687462,0.912386953830719,0.055202730000019073
78,15,0.030471911653876305,0.9008734226226807,0.06865470856428146
78,94,0.03342589735984802,0.9203372597694397,0.04623689875006676
78,118,0.05588553473353386,0.926775336265564,0.01733909547328949
82,97,0.02063733898103237,0.9323289394378662,0.047033701092004776
82,166,0.019714554771780968,0.92374187707901,0.05654353275895119
82,229,0.02087891660630703,0.9256662726402283,0.053454816341400146
82,263,0.030788062140345573,0.9233702421188354,0.045841727405786514
82,320,0.05344346538186073,0.926151692867279,0.020404787734150887
82,442,0.06555821001529694,0.8347915410995483,0.09965023398399353
84,67,0.032978370785713196,0.9118675589561462,0.05515410378575325
84,73,0.10733367502689362,0.8525345921516418,0.040131669491529465
84,98,0.08520766347646713,0.8946318626403809,0.020160455256700516
84,110,0.035652365535497665,0.9243836402893066,0.03996402397751808
84,136,0.028048314154148102,0.9412294626235962,0.030722159892320633
84,165,0.02847478911280632,0.9265792965888977,0.04494593292474747
89,53,0.057986028492450714,0.9194583892822266,0.0225555170327425
89,56,0.03315228968858719,0.7735411524772644,0.19330662488937378
89,64,0.04621631279587746,0.9177632927894592,0.03602035716176033
89,127,0.04093637317419052,0.9022173881530762,0.056846216320991516
90,100,0.020611299201846123,0.9326446652412415,0.046744003891944885
90,132,0.02063733898103237,0.9323289394378662,0.047033701092004776
90,157,0.02280794084072113,0.9340372085571289,0.04315483197569847
96,6,0.027295980602502823,0.9288269877433777,0.04387704282999039
96,42,0.023757625371217728,0.9164230227470398,0.05981934070587158
96,125,0.04316222295165062,0.9274154305458069,0.029422365128993988
96,138,0.31901589035987854,0.6608410477638245,0.02014307677745819
101,5,0.028438381850719452,0.7346089482307434,0.23695272207260132
101,7,0.06352487951517105,0.8541253805160522,0.08234971761703491
101,21,0.12235495448112488,0.7766517996788025,0.10099327564239502
101,23,0.3591632544994354,0.4241849184036255,0.2166517823934555
101,30,0.03529178723692894,0.9297784566879272,0.03492980822920799
106,47,0.018940255045890808,0.9293089509010315,0.0517507940530777
106,86,0.02063733898103237,0.9323289394378662,0.047033701092004776
106,113,0.020298972725868225,0.932157039642334,0.047543980181217194
109,28,0.04889260232448578,0.9120365977287292,0.03907078877091408
109,48,0.03311537206172943,0.9190179109573364,0.04786667600274086
109,61,0.07084307819604874,0.8527675867080688,0.07638932764530182
112,9,0.09945296496152878,0.8643602728843689,0.03618670627474785
112,30,0.05972049757838249,0.8897219300270081,0.050557564944028854
112,113,0.11420819908380508,0.8426624536514282,0.043129369616508484
112,114,0.09313533455133438,0.8680564165115356,0.03880825638771057
118,110,0.03248488903045654,0.9423932433128357,0.02512185648083687
118,124,0.0360531359910965,0.7522881031036377,0.211658775806427
118,132,0.02496095560491085,0.9148762226104736,0.06016279384493828
128,25,0.019770681858062744,0.931779146194458,0.04845023900270462
128,36,0.02063733898103237,0.9323289394378662,0.047033701092004776
128,57,0.028641890734434128,0.9104718565940857,0.06088625639677048
128,59,0.021983133628964424,0.9045698642730713,0.07344706356525421
128,103,0.02063733898103237,0.9323289394378662,0.047033701092004776
128,154,0.01937035284936428,0.9264864921569824,0.05414313077926636
128,157,0.01937035284936428,0.9264864921569824,0.05414313077926636
128,209,0.09441102296113968,0.8826947212219238,0.02289428561925888
128,341,0.047608353197574615,0.9144086837768555,0.03798298165202141
130,21,0.06540577858686447,0.8917695879936218,0.04282465949654579
130,63,0.033130645751953125,0.21236974000930786,0.754499614238739
130,79,0.029568355530500412,0.9227426052093506,0.047689035534858704
130,95,0.026395156979560852,0.9409518241882324,0.032653000205755234
130,118,0.02468259073793888,0.9374586939811707,0.03785876929759979
133,94,0.02063733898103237,0.9323289394378662,0.047033701092004776
133,144,0.02123350091278553,0.9331134557723999,0.04565304517745972
133,332,0.03207840397953987,0.936362624168396,0.031558990478515625
133,345,0.036630239337682724,0.9126970767974854,0.0506727360188961
136,40,0.05865687504410744,0.8974766135215759,0.04386652633547783
136,69,0.048123493790626526,0.8890138268470764,0.06286269426345825
136,73,0.0342208631336689,0.9204317927360535,0.04534737393260002
136,98,0.07147552073001862,0.8950831294059753,0.03344130888581276
138,56,0.052546426653862,0.9329694509506226,0.014484177343547344
138,73,0.039685774594545364,0.933529257774353,0.026784973219037056
138,77,0.03315835818648338,0.9352217316627502,0.03161991387605667
140,18,0.044835496693849564,0.9062063694000244,0.048958178609609604
140,43,0.03238245099782944,0.9259957075119019,0.0416218638420105
140,75,0.03718477115035057,0.8949176073074341,0.06789764016866684
140,129,0.041198618710041046,0.9302914142608643,0.028509976342320442
142,21,0.04822555556893349,0.9243916869163513,0.027382709085941315
142,86,0.036541230976581573,0.940705418586731,0.022753341123461723
142,178,0.034124597907066345,0.9205859899520874,0.04528938978910446
142,248,0.036199770867824554,0.9444486498832703,0.01935160532593727
142,342,0.06355652213096619,0.8547468781471252,0.08169664442539215
144,33,0.030292654410004616,0.9360184073448181,0.033688969910144806
144,44,0.0470174141228199,0.8676780462265015,0.08530454337596893
144,127,0.030230160802602768,0.9191049337387085,0.05066489055752754
144,232,0.04994555562734604,0.9253716468811035,0.024682795628905296
144,246,0.032485224306583405,0.939174473285675,0.028340253978967667
148,65,0.020708279684185982,0.9340294599533081,0.04526231065392494
148,87,0.019432883709669113,0.9305225610733032,0.050044503062963486
148,92,0.02189529314637184,0.9367101192474365,0.04139457270503044
148,103,0.034825075417757034,0.9195482134819031,0.045626722276210785
148,107,0.018871638923883438,0.9039398431777954,0.07718852907419205
148,110,0.02063733898103237,0.9323289394378662,0.047033701092004776
148,140,0.15577878057956696,0.8062435984611511,0.0379776805639267
148,183,0.02063733898103237,0.9323289394378662,0.047033701092004776
148,192,0.02123350091278553,0.9331134557723999,0.04565304517745972
148,198,0.0287838913500309,0.8931199908256531,0.07809614390134811
148,249,0.025209585204720497,0.9438812732696533,0.03090917132794857
148,275,0.21506346762180328,0.38549166917800903,0.39944490790367126
148,331,0.020342640578746796,0.9313952922821045,0.04826202988624573
152,52,0.0928606390953064,0.87061607837677,0.03652328625321388
